efo_id,disease_name,us_patients,us_prevalence_per_100k,source,as_of
MONDO_0011359,Acromelic frontonasal dysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010925,Velo-facial-skeletal syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018091,Microcephaly-brachydactyly-kyphoscoliosis syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008991,Verloove Vanhorick-Brubakk syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010959,Van den Ende-Gupta syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009395,Hyperostosis corticalis generalisata,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_269229,Pontine tegmental cap dysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009411,Autoimmune polyendocrinopathy type 1,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0018095,Weaver-Williams syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018096,Weill-Marchesani syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0010759,Wildervanck syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010758,Wieacker-Wolff syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009910,Wiedemann-Rautenstrauch syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010078,Spondyloperipheral dysplasia-short ulna syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_280315,Autoimmune pancreatitis type 2,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0013440,Alpha-dystroglycan-related limb-girdle muscular dystrophy R16,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017229,Distal deletion 12p syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007383,Corneodermatoosseous syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017230,Autosomal semi-dominant severe lipodystrophic laminopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017231,Erythropoietic uroporphyria associated with myeloid malignancy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0021022,Hereditary hyperekplexia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008743,Stimmler syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008486,Steatocystoma multiplex-natal teeth syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0008488,Holoprosencephaly-radial heart renal anomalies syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010082,Subaortic stenosis-short stature syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008504,Supravalvular aortic stenosis,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
MONDO_0013478,PLIN1-related familial partial lipodystrophy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011133,"Deaf blind hypopigmentation syndrome, Yemenite type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017235,Familial omphalocele syndrome with facial dysmorphism,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013836,Familial steroid-resistant nephrotic syndrome with sensorineural deafness,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008645,Ventricular extrasystoles with syncopal episodes-perodactyly-Robin sequence syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0017232,Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_280397,Familial Alzheimer-like prion disease,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013523,Nestor-Guillermo progeria syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_3220,Deafness-enamel hypoplasia-nail defects syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009241,Fountain syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010395,Phosphoribosylpyrophosphate synthetase superactivity,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013561,"Chondrodysplasia with joint dislocations, gPAPP type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009086,Deafness-small bowel diverticulosis-neuropathy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013472,Fatal infantile hypertonic myofibrillar myopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013252,Warsaw breakage syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_3216,Conductive deafness-malformed external ear syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011047,Deafness-epiphyseal dysplasia-short stature syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009623,Nijmegen breakage syndrome,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Worldwide)",2025
Orphanet_279947,Postorgasmic illness syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008092,Hereditary neutrophilia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009636,"Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017838,Sclerosteosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_279928,Paraneoplastic uveitis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_279925,Infectious panuveitis,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, United States)",2025
MONDO_0017210,Infectious anterior uveitis,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, United States)",2025
MONDO_0014334,Combined immunodeficiency due to LCK deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008425,"Omphalocele syndrome, Shprintzen-Goldberg type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007227,Sillence syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013417,Complement component 3 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010026,SHORT syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007173,Atrial septal defect-atrioventricular conduction defects syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017842,Senior-Loken syndrome,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0013349,ALG11-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008428,Septo-optic dysplasia spectrum,99900,30.0,"Orphanet Prevalence at birth (1-5 / 10 000, Europe)",2025
MONDO_0010801,Spondylocamptodactyly syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017221,"Pelizaeus-Merzbacher disease, connatal form",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0017222,"Pelizaeus-Merzbacher disease, classic form",1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0017219,Microform holoprosencephaly,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0010063,Spinocerebellar degeneration-corneal dystrophy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017856,X-linked spasticity-intellectual disability-epilepsy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009200,Eyebrow duplication-syndactyly syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013341,Methylmalonic aciduria due to transcobalamin receptor defect,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011939,Spondyloenchondrodysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017223,"Pelizaeus-Merzbacher disease, transitional form",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0008931,Cenani-Lenz syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017980,Dobrow syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007737,Isolated humero-radial synostosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017983,Isolated humero-radio-ulnar synostosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011320,Radioulnar synostosis-microcephaly-scoliosis syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009952,Radioulnar synostosis-developmental delay-hypotonia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010094,Spondylocarpotarsal synostosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0700136,Apolipoprotein A-I deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010101,Teebi-Shaltout syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017997,Telecanthus-hypertelorism-strabismus-pes cavus syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008901,Tel Hashomer camptodactyly syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0008540,Extensor tendons of finger anomalies,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010110,Tetraamelia-multiple malformations syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010999,Fallot complex-intellectual disability-growth delay syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_3312,Thalidomide embryopathy,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0017209,Infectious posterior uveitis,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, United States)",2025
MONDO_0017921,Hearing loss-familial salivary gland insensitivity to aldosterone syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013485,Spinocerebellar ataxia type 35,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013486,Spinocerebellar ataxia type 32,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017920,Deafness-genital anomalies-metacarpal and metatarsal synostosis syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009089,Deafness-oligodontia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0700074,Deafness-onychodystrophy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009084,Conductive deafness-ptosis-skeletal anomalies syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007421,Deafness-ear malformation-facial palsy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007346,Cochleosaccular degeneration-cataract syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007428,Deafness-craniofacial syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017177,Hemihyperplasia-multiple lipomatosis syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009085,Deafness-vitiligo-achalasia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008005,Cardiospondylocarpofacial syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017923,Multiple synostoses syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008510,Symphalangism with multiple anomalies of hands and feet,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010653,Renpenning syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013595,Hyperbiliverdinemia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008509,Isolated distal symphalangism,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010092,Filippi syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017183,Hyperinsulinism due to UCP2 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010457,Ogden syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014025,Lower motor neuron syndrome with late-adult onset,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012172,Mitochondrial trifunctional protein deficiency,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0009556,Malonic aciduria,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009414,Glycogen storage disease due to hepatic glycogen synthase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018473,Dysbetalipoproteinemia,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Worldwide)",2025
MONDO_0013361,Congenital factor II deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0008855,Immunodeficiency by defective expression of MHC class II,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012521,Herpes simplex virus encephalitis,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, United States)",2025
MONDO_0008919,Systemic primary carnitine deficiency,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
MONDO_0016089,Infantile Krabbe disease,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, United States)",2025
EFO_1001186,Sneddon syndrome,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, Europe)",2025
MONDO_0007295,Self-limited epilepsy with centrotemporal spikes,99900,30.0,"Orphanet Annual incidence (1-5 / 10 000, Sweden)",2025
MONDO_0009492,Succinyl-CoA:3-oxoacid CoA transferase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018950,3-methylcrotonyl-CoA carboxylase deficiency,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
MONDO_0009520,3-hydroxy-3-methylglutaric aciduria,166,0.05,"Orphanet Prevalence at birth (<1 / 1 000 000, United States)",2025
MONDO_0013275,Hemolytic anemia due to glucophosphate isomerase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011079,"Rhizomelic dysplasia, Patterson-Lowry type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015234,Arachnodactyly-abnormal ossification-intellectual disability syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015325,Cataract-deafness-hypogonadism syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012699,Fukutin-related limb-girdle muscular dystrophy R13,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011253,Craniomicromelic syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0015233,Caudal appendage-deafness syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013161,POMGNT1-related limb-girdle muscular dystrophy R15,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013162,POMT2-related limb-girdle muscular dystrophy R14,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_206569,Immune-mediated necrotizing myopathy,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0012608,Autosomal recessive lower motor neuron disease with childhood onset,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009121,Von Voss-Cherstvoy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015250,Spinal atrophy-ophthalmoplegia-pyramidal syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0700061,Hypomyelination neuropathy-arthrogryposis syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_1681,Diprosopus,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009333,Müllerian derivatives-lymphangiectasia-polydactyly syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009877,Laron syndrome,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0018800,Kallmann syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0019350,Hereditary spherocytosis,99900,30.0,"Orphanet Prevalence at birth (1-5 / 10 000, United States)",2025
MONDO_0019600,Xeroderma pigmentosum,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, United States)",2025
Orphanet_229,Familial aortic dissection,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0009950,Hemolytic anemia due to red cell pyruvate kinase deficiency,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
EFO_0700046,Congenital myotonia,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0800043,Stüve-Wiedemann syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009897,Adult polyglucosan body disease,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018998,Leber congenital amaurosis,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, United States)",2025
Orphanet_321,Multiple osteochondromas,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, United States)",2025
MONDO_0016107,Myotonic dystrophy,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, United States)",2025
MONDO_0015229,Bardet-Biedl syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, United States)",2025
MONDO_0017746,Atypical Rett syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0016515,Kallmann syndrome-heart disease syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015235,Arachnodactyly-intellectual disability-dysmorphism syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017918,White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_2058,Fryns-Smeets-Thiry syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_2538,Microgastria-limb reduction defect syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008843,Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0016087,Progressive non-infectious anterior vertebral fusion,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
